trade_id,combo_id,scope,ref_time,ref_idx,ref_open,ref_close,ref_mid,ref_body_low,ref_body_high
ENTRY_A_STOP_A_EXIT_A_TRAIN_0025,ENTRY_A_STOP_A_EXIT_A,TRAIN,2024-02-14 08:00:00,1370,0.5523,0.5738,0.56305,0.5523,0.5738
ENTRY_A_STOP_A_EXIT_A_TRAIN_0025,ENTRY_A_STOP_A_EXIT_A,TRAIN,2024-02-14 08:00:00,1370,0.5523,0.5738,0.56305,0.5523,0.5738
ENTRY_A_STOP_A_EXIT_A_TRAIN_0025,ENTRY_A_STOP_A_EXIT_A,TRAIN,2024-02-14 08:00:00,1370,0.5523,0.5738,0.56305,0.5523,0.5738
ENTRY_A_STOP_A_EXIT_A_TRAIN_0025,ENTRY_A_STOP_A_EXIT_A,TRAIN,2024-02-14 08:00:00,1370,0.5523,0.5738,0.56305,0.5523,0.5738
ENTRY_A_STOP_A_EXIT_A_TRAIN_0025,ENTRY_A_STOP_A_EXIT_A,TRAIN,2024-02-14 08:00:00,1370,0.5523,0.5738,0.56305,0.5523,0.5738
ENTRY_A_STOP_A_EXIT_A_TRAIN_0025,ENTRY_A_STOP_A_EXIT_A,TRAIN,2024-02-15 00:00:00,1374,0.5774,0.5829,0.5801499999999999,0.5774,0.5829
ENTRY_A_STOP_A_EXIT_A_TRAIN_0025,ENTRY_A_STOP_A_EXIT_A,TRAIN,2024-02-15 08:00:00,1376,0.5783,0.5898,0.58405,0.5783,0.5898
ENTRY_A_STOP_A_EXIT_A_TRAIN_0025,ENTRY_A_STOP_A_EXIT_A,TRAIN,2024-02-15 08:00:00,1376,0.5783,0.5898,0.58405,0.5783,0.5898
ENTRY_A_STOP_A_EXIT_A_TRAIN_0025,ENTRY_A_STOP_A_EXIT_A,TRAIN,2024-02-15 08:00:00,1376,0.5783,0.5898,0.58405,0.5783,0.5898
ENTRY_A_STOP_A_EXIT_A_TRAIN_0025,ENTRY_A_STOP_A_EXIT_A,TRAIN,2024-02-15 20:00:00,1379,0.6027,0.6093,0.606,0.6027,0.6093
ENTRY_A_STOP_A_EXIT_A_TRAIN_0025,ENTRY_A_STOP_A_EXIT_A,TRAIN,2024-02-15 20:00:00,1379,0.6027,0.6093,0.606,0.6027,0.6093
ENTRY_A_STOP_A_EXIT_A_TRAIN_0025,ENTRY_A_STOP_A_EXIT_A,TRAIN,2024-02-15 20:00:00,1379,0.6027,0.6093,0.606,0.6027,0.6093
